NACA 0018 Airfoil M=0.0% P=0.0% T=18.0%
  1.000000  0.001890
  0.999753  0.001942
  0.999013  0.002098
  0.997781  0.002356
  0.996057  0.002718
  0.993844  0.003181
  0.991144  0.003744
  0.987958  0.004406
  0.984292  0.005164
  0.980147  0.006018
  0.975528  0.006964
  0.970440  0.008000
  0.964888  0.009123
  0.958877  0.010331
  0.952414  0.011620
  0.945503  0.012987
  0.938153  0.014429
  0.930371  0.015942
  0.922164  0.017522
  0.913540  0.019167
  0.904508  0.020871
  0.895078  0.022633
  0.885257  0.024446
  0.875056  0.026308
  0.864484  0.028214
  0.853553  0.030161
  0.842274  0.032144
  0.830656  0.034159
  0.818712  0.036203
  0.806454  0.038270
  0.793893  0.040358
  0.781042  0.042461
  0.767913  0.044575
  0.754521  0.046697
  0.740877  0.048821
  0.726995  0.050944
  0.712890  0.053060
  0.698574  0.055166
  0.684062  0.057258
  0.669369  0.059329
  0.654508  0.061376
  0.639496  0.063394
  0.624345  0.065378
  0.609072  0.067322
  0.593691  0.069223
  0.578217  0.071074
  0.562667  0.072872
  0.547054  0.074609
  0.531395  0.076282
  0.515705  0.077884
  0.500000  0.079410
  0.484295  0.080856
  0.468605  0.082215
  0.452946  0.083483
  0.437333  0.084654
  0.421783  0.085722
  0.406309  0.086684
  0.390928  0.087533
  0.375655  0.088265
  0.360504  0.088877
  0.345492  0.089362
  0.330631  0.089718
  0.315938  0.089940
  0.301426  0.090025
  0.287110  0.089970
  0.273005  0.089772
  0.259123  0.089429
  0.245479  0.088939
  0.232087  0.088300
  0.218958  0.087511
  0.206107  0.086571
  0.193546  0.085481
  0.181288  0.084240
  0.169344  0.082850
  0.157726  0.081311
  0.146447  0.079625
  0.135516  0.077794
  0.124944  0.075820
  0.114743  0.073707
  0.104922  0.071457
  0.095492  0.069073
  0.086460  0.066561
  0.077836  0.063923
  0.069629  0.061164
  0.061847  0.058288
  0.054497  0.055300
  0.047586  0.052204
  0.041123  0.049006
  0.035112  0.045709
  0.029560  0.042319
  0.024472  0.038840
  0.019853  0.035276
  0.015708  0.031632
  0.012042  0.027911
  0.008856  0.024118
  0.006156  0.020255
  0.003943  0.016326
  0.002219  0.012334
  0.000987  0.008281
  0.000247  0.004169
  0.000000  0.000000
  0.000247 -0.004169
  0.000987 -0.008281
  0.002219 -0.012334
  0.003943 -0.016326
  0.006156 -0.020255
  0.008856 -0.024118
  0.012042 -0.027911
  0.015708 -0.031632
  0.019853 -0.035276
  0.024472 -0.038840
  0.029560 -0.042319
  0.035112 -0.045709
  0.041123 -0.049006
  0.047586 -0.052204
  0.054497 -0.055300
  0.061847 -0.058288
  0.069629 -0.061164
  0.077836 -0.063923
  0.086460 -0.066561
  0.095492 -0.069073
  0.104922 -0.071457
  0.114743 -0.073707
  0.124944 -0.075820
  0.135516 -0.077794
  0.146447 -0.079625
  0.157726 -0.081311
  0.169344 -0.082850
  0.181288 -0.084240
  0.193546 -0.085481
  0.206107 -0.086571
  0.218958 -0.087511
  0.232087 -0.088300
  0.245479 -0.088939
  0.259123 -0.089429
  0.273005 -0.089772
  0.287110 -0.089970
  0.301426 -0.090025
  0.315938 -0.089940
  0.330631 -0.089718
  0.345492 -0.089362
  0.360504 -0.088877
  0.375655 -0.088265
  0.390928 -0.087533
  0.406309 -0.086684
  0.421783 -0.085722
  0.437333 -0.084654
  0.452946 -0.083483
  0.468605 -0.082215
  0.484295 -0.080856
  0.500000 -0.079410
  0.515705 -0.077884
  0.531395 -0.076282
  0.547054 -0.074609
  0.562667 -0.072872
  0.578217 -0.071074
  0.593691 -0.069223
  0.609072 -0.067322
  0.624345 -0.065378
  0.639496 -0.063394
  0.654508 -0.061376
  0.669369 -0.059329
  0.684062 -0.057258
  0.698574 -0.055166
  0.712890 -0.053060
  0.726995 -0.050944
  0.740877 -0.048821
  0.754521 -0.046697
  0.767913 -0.044575
  0.781042 -0.042461
  0.793893 -0.040358
  0.806454 -0.038270
  0.818712 -0.036203
  0.830656 -0.034159
  0.842274 -0.032144
  0.853553 -0.030161
  0.864484 -0.028214
  0.875056 -0.026308
  0.885257 -0.024446
  0.895078 -0.022633
  0.904508 -0.020871
  0.913540 -0.019167
  0.922164 -0.017522
  0.930371 -0.015942
  0.938153 -0.014429
  0.945503 -0.012987
  0.952414 -0.011620
  0.958877 -0.010331
  0.964888 -0.009123
  0.970440 -0.008000
  0.975528 -0.006964
  0.980147 -0.006018
  0.984292 -0.005164
  0.987958 -0.004406
  0.991144 -0.003744
  0.993844 -0.003181
  0.996057 -0.002718
  0.997781 -0.002356
  0.999013 -0.002098
  0.999753 -0.001942
  1.000000 -0.001890
